Datetime,Adj Close,Close,High,Low,Open,Volume
2023-01-17 14:30:00+00:00,175.99989318847656,175.99989318847656,176.83999633789062,170.656005859375,171.0,16123450
2023-01-17 15:30:00+00:00,173.3300018310547,173.3300018310547,176.32000732421875,172.81089782714844,175.98500061035156,8237155
2023-01-17 16:30:00+00:00,174.91000366210938,174.91000366210938,175.82000732421875,173.24009704589844,173.375,5463364
2023-01-17 17:30:00+00:00,175.80999755859375,175.80999755859375,176.19000244140625,174.86000061035156,174.91000366210938,4031707
2023-01-17 18:30:00+00:00,176.6199951171875,176.6199951171875,177.0399932861328,175.62100219726562,175.80999755859375,4857656
2023-01-17 19:30:00+00:00,176.8300018310547,176.8300018310547,177.27999877929688,176.4600067138672,176.625,4562972
2023-01-17 20:30:00+00:00,177.02000427246094,177.02000427246094,177.17999267578125,176.1300048828125,176.82000732421875,4723708
2023-01-18 14:30:00+00:00,177.19500732421875,177.19500732421875,178.72999572753906,174.92999267578125,176.6699981689453,13778735
2023-01-18 15:30:00+00:00,174.03379821777344,174.03379821777344,177.25,173.05999755859375,177.22000122070312,8252983
2023-01-18 16:30:00+00:00,174.30999755859375,174.30999755859375,175.22999572753906,172.82000732421875,174.02999877929688,4991128
2023-01-18 17:30:00+00:00,174.39500427246094,174.39500427246094,174.97000122070312,173.19000244140625,174.3000030517578,3589195
2023-01-18 18:30:00+00:00,174.9199981689453,174.9199981689453,175.0500030517578,173.60009765625,174.3800048828125,3406094
2023-01-18 19:30:00+00:00,174.80999755859375,174.80999755859375,175.27000427246094,174.52200317382812,174.92999267578125,3721934
2023-01-18 20:30:00+00:00,173.77000427246094,173.77000427246094,174.94000244140625,173.6199951171875,174.7899932861328,3425975
2023-01-19 14:30:00+00:00,170.32000732421875,170.32000732421875,171.97000122070312,167.6300048828125,170.36000061035156,14076454
2023-01-19 15:30:00+00:00,168.88999938964844,168.88999938964844,170.82000732421875,168.52000427246094,170.32000732421875,6307744
2023-01-19 16:30:00+00:00,168.8468017578125,168.8468017578125,169.6300048828125,167.30999755859375,168.86000061035156,5945934
2023-01-19 17:30:00+00:00,168.5399932861328,168.5399932861328,169.1300048828125,168.00999450683594,168.82000732421875,4205701
2023-01-19 18:30:00+00:00,170.36000061035156,170.36000061035156,170.5198974609375,168.39010620117188,168.5399932861328,4454049
